tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,Churn
32,26.37,789.51,One year,DSL,No,Yes,Credit card,0,No,No,No,No
44,76.44,3291.21,One year,DSL,Yes,No,Electronic check,0,Yes,No,Yes,No
68,61.97,4209.4,Month-to-month,DSL,No,No,Electronic check,1,No,No,Yes,No
7,44.63,286.92,Two year,Fiber optic,No,No,Electronic check,1,No,No,No,No
24,19.02,426.42,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,Yes,Yes,Yes
45,65.81,2748.29,Two year,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
29,75.71,1985.71,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,No,Yes
46,18.0,763.35,Two year,No,No,No,Electronic check,0,No,No,Yes,No
48,65.55,3115.44,Month-to-month,DSL,No,No,Bank transfer,0,No,No,No,No
46,68.67,3109.18,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,Yes,Yes,No
17,48.37,753.84,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,Yes
65,76.4,4651.24,One year,Fiber optic,No,No,Credit card,0,Yes,No,Yes,Yes
67,61.02,3806.57,Two year,No,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
32,73.5,2151.55,One year,Fiber optic,Yes,Yes,Bank transfer,1,No,No,Yes,No
35,81.03,2728.91,Month-to-month,Fiber optic,Yes,No,Credit card,1,No,Yes,No,No
18,81.04,1394.14,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,No,No
27,95.5,2430.75,Two year,Fiber optic,Yes,No,Credit card,1,No,No,No,No
39,75.15,2888.5,One year,DSL,No,No,Mailed check,0,Yes,No,Yes,No
14,50.69,682.67,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
40,45.57,1687.78,One year,Fiber optic,No,No,Mailed check,0,Yes,Yes,No,No
38,33.1,1179.02,One year,DSL,No,No,Electronic check,0,No,No,Yes,No
1,69.54,63.63,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,No
62,104.64,6222.58,One year,No,Yes,No,Electronic check,0,Yes,No,Yes,No
28,54.25,1456.21,One year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
65,78.49,5035.62,Two year,DSL,Yes,Yes,Electronic check,0,Yes,Yes,Yes,No
50,42.43,2090.91,Two year,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
9,70.84,627.16,Month-to-month,DSL,No,No,Credit card,0,Yes,No,No,Yes
13,102.78,1275.87,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
50,85.59,4130.58,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
38,18.0,668.65,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,No,Yes,No
27,82.12,2015.84,One year,DSL,No,No,Credit card,0,Yes,Yes,Yes,No
2,83.49,155.3,Two year,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
69,70.2,4441.32,Month-to-month,No,Yes,No,Credit card,0,Yes,Yes,Yes,No
26,85.03,2102.78,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,Yes,No
1,39.99,39.34,Two year,DSL,No,No,Credit card,0,Yes,Yes,No,No
37,66.9,2284.88,Two year,No,No,Yes,Electronic check,1,No,No,No,No
2,98.31,191.33,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,No,Yes
15,95.6,1348.8,One year,Fiber optic,Yes,No,Electronic check,0,Yes,Yes,Yes,Yes
39,81.44,3145.38,Month-to-month,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
1,38.51,37.07,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,No
40,33.79,1348.43,Month-to-month,DSL,Yes,No,Credit card,1,No,Yes,Yes,No
11,68.44,696.05,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,Yes,No,Yes
34,70.42,2376.07,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,No
64,61.99,3712.28,Two year,DSL,No,Yes,Mailed check,0,No,Yes,Yes,No
54,40.86,2123.03,One year,No,Yes,No,Electronic check,0,Yes,No,No,No
44,78.11,3153.13,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,No
61,68.3,4066.22,Month-to-month,No,No,Yes,Mailed check,0,Yes,No,No,No
48,73.69,3529.43,Month-to-month,No,No,Yes,Mailed check,0,No,No,Yes,Yes
24,82.8,1944.96,One year,Fiber optic,Yes,No,Electronic check,0,No,No,Yes,No
22,56.79,1201.38,Two year,No,No,Yes,Electronic check,0,Yes,No,Yes,No
23,50.34,1093.93,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
37,98.23,3396.54,Month-to-month,No,Yes,No,Bank transfer,0,No,No,Yes,Yes
27,42.28,1075.24,One year,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
20,50.92,949.99,One year,DSL,No,No,Mailed check,1,No,Yes,Yes,Yes
53,102.03,5317.13,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,No
17,48.59,817.2,One year,Fiber optic,Yes,No,Bank transfer,0,No,No,Yes,No
35,62.04,2160.47,One year,No,Yes,No,Credit card,0,Yes,No,No,No
44,52.64,2181.44,Month-to-month,No,Yes,Yes,Bank transfer,0,No,No,Yes,No
52,18.0,893.53,Month-to-month,DSL,No,No,Mailed check,0,Yes,No,No,No
29,61.3,1702.48,Month-to-month,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
59,34.68,1974.73,Two year,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
31,72.64,2027.21,Two year,DSL,No,No,Mailed check,1,No,Yes,Yes,No
66,98.17,6377.3,Two year,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,No
66,18.0,1101.06,One year,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
27,52.79,1350.1,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
43,78.57,3324.98,One year,Fiber optic,Yes,No,Bank transfer,0,No,No,No,No
40,18.0,719.77,Two year,DSL,No,No,Credit card,0,No,No,No,No
62,105.09,6381.93,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,No,Yes
22,76.4,1516.89,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,Yes
47,97.5,4293.23,One year,DSL,No,No,Mailed check,0,No,No,Yes,No
31,48.08,1378.28,One year,DSL,No,Yes,Bank transfer,0,Yes,No,Yes,No
56,51.7,2884.82,Month-to-month,No,No,No,Mailed check,0,No,No,No,No
32,60.17,1783.77,One year,No,No,Yes,Electronic check,0,No,No,Yes,No
23,120.0,2744.36,One year,DSL,No,Yes,Electronic check,1,Yes,No,Yes,No
38,104.54,3947.7,Month-to-month,DSL,No,Yes,Credit card,1,Yes,Yes,No,No
33,68.97,2239.46,One year,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
55,72.63,3634.36,Month-to-month,Fiber optic,No,No,Mailed check,1,No,No,Yes,No
27,84.05,2042.87,Two year,DSL,No,Yes,Mailed check,0,Yes,No,No,No
36,120.0,4230.96,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,No
6,76.48,451.69,One year,Fiber optic,Yes,Yes,Mailed check,0,Yes,Yes,Yes,No
67,66.38,4430.64,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,Yes,Yes,Yes
36,54.84,1819.93,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,Yes,Yes,No
55,72.05,3857.0,One year,Fiber optic,No,No,Electronic check,0,No,No,Yes,No
64,47.39,2887.09,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,Yes,Yes,Yes
64,79.88,4769.02,Month-to-month,No,Yes,No,Mailed check,0,Yes,No,Yes,No
46,22.02,973.04,Month-to-month,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,No,No
19,57.18,1037.34,Two year,Fiber optic,No,Yes,Electronic check,1,Yes,No,Yes,No
18,87.04,1455.84,One year,Fiber optic,Yes,Yes,Electronic check,1,No,Yes,No,No
28,76.07,1974.15,Month-to-month,Fiber optic,No,No,Credit card,1,No,No,Yes,Yes
59,51.12,2861.23,One year,No,No,No,Mailed check,1,No,Yes,No,No
17,58.04,934.78,Two year,DSL,No,Yes,Bank transfer,0,No,No,Yes,No
34,96.06,3038.09,One year,No,No,Yes,Mailed check,0,No,Yes,Yes,No
42,28.69,1116.26,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,Yes,No
10,28.86,287.28,One year,DSL,No,Yes,Bank transfer,1,Yes,No,No,No
48,37.11,1756.76,Month-to-month,Fiber optic,No,Yes,Electronic check,0,Yes,Yes,No,Yes
37,64.68,2349.31,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,Yes
63,24.3,1410.61,Month-to-month,No,No,No,Credit card,0,Yes,No,No,Yes
68,93.59,5848.18,One year,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
7,37.27,255.92,Month-to-month,Fiber optic,Yes,No,Electronic check,0,Yes,No,Yes,Yes
33,71.73,2174.1,Two year,No,No,No,Credit card,0,No,No,Yes,No
47,47.63,2127.47,Month-to-month,DSL,Yes,Yes,Credit card,0,Yes,No,Yes,No
55,63.04,3197.25,Month-to-month,No,Yes,No,Credit card,0,Yes,No,No,No
64,18.0,1080.35,Month-to-month,Fiber optic,No,No,Credit card,0,No,Yes,No,No
30,95.04,2809.42,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,Yes,Yes
3,36.16,107.3,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,No,Yes
49,33.01,1616.95,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,Yes,Yes,Yes
68,120.0,8114.23,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,No
29,81.63,2289.45,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,No,Yes,No
58,93.87,5135.07,Month-to-month,DSL,No,Yes,Mailed check,0,No,Yes,Yes,No
66,78.77,4708.93,Month-to-month,DSL,No,No,Credit card,0,Yes,Yes,Yes,Yes
44,51.43,2174.25,One year,Fiber optic,No,No,Electronic check,0,No,No,Yes,Yes
3,25.79,71.26,One year,No,No,No,Mailed check,0,Yes,No,Yes,No
25,56.04,1380.0,One year,DSL,No,No,Credit card,0,No,No,Yes,Yes
26,35.66,885.34,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,No,Yes,No
45,37.46,1640.78,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,Yes,No
63,18.0,1096.97,Two year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
50,68.43,3198.19,Month-to-month,No,No,Yes,Bank transfer,0,Yes,Yes,No,Yes
49,112.2,5365.35,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,No,Yes
5,81.74,402.3,Month-to-month,No,Yes,No,Bank transfer,0,Yes,Yes,Yes,No
58,61.83,3494.38,Month-to-month,Fiber optic,Yes,Yes,Electronic check,0,Yes,Yes,No,No
14,63.78,872.99,Month-to-month,Fiber optic,No,No,Bank transfer,1,No,No,Yes,Yes
29,18.0,488.59,One year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,Yes
41,52.28,2131.41,Month-to-month,No,Yes,No,Bank transfer,0,Yes,No,Yes,No
36,22.2,753.21,Two year,No,Yes,No,Electronic check,0,Yes,No,Yes,No
41,69.03,2801.09,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,No,Yes,No
34,57.2,1917.15,Month-to-month,No,No,No,Electronic check,0,No,Yes,Yes,Yes
5,38.92,177.56,Two year,DSL,No,No,Credit card,0,Yes,No,Yes,No
67,68.36,4564.67,Two year,No,Yes,Yes,Credit card,0,Yes,No,No,No
17,68.1,1157.28,Month-to-month,DSL,Yes,No,Electronic check,1,Yes,No,Yes,No
28,110.56,2973.76,One year,DSL,No,Yes,Electronic check,0,No,No,No,No
58,85.59,4856.55,Two year,DSL,Yes,No,Mailed check,0,No,No,Yes,No
46,71.51,3267.65,Month-to-month,No,No,No,Electronic check,0,No,Yes,No,Yes
16,36.57,527.78,Month-to-month,No,No,No,Bank transfer,0,Yes,No,No,Yes
21,32.8,683.98,Two year,No,No,No,Mailed check,0,No,No,Yes,No
67,82.97,5351.84,Month-to-month,No,No,No,Electronic check,0,No,Yes,Yes,No
68,59.0,3943.18,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,No,No
36,72.48,2489.44,Month-to-month,No,No,No,Credit card,0,No,No,Yes,Yes
48,94.34,4315.74,Month-to-month,No,Yes,Yes,Mailed check,0,Yes,No,Yes,No
12,19.61,232.91,Two year,Fiber optic,Yes,Yes,Credit card,0,No,Yes,Yes,No
33,106.91,3354.26,Month-to-month,DSL,Yes,No,Electronic check,0,No,No,Yes,Yes
52,94.08,4633.75,Two year,Fiber optic,No,No,Mailed check,0,No,No,Yes,No
50,18.0,864.74,Month-to-month,No,Yes,No,Bank transfer,0,No,No,Yes,No
2,120.0,228.45,Month-to-month,No,Yes,Yes,Electronic check,0,Yes,No,No,Yes
41,74.64,2890.79,Month-to-month,No,No,No,Electronic check,0,Yes,No,No,No
31,50.64,1441.2,One year,No,No,No,Credit card,0,No,Yes,Yes,No
50,80.57,3785.74,Two year,No,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
45,35.68,1490.33,Month-to-month,Fiber optic,No,No,Electronic check,0,No,No,Yes,No
20,81.38,1530.02,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,Yes,No
43,41.2,1699.52,One year,DSL,No,No,Credit card,0,Yes,No,No,No
10,120.0,1153.06,One year,Fiber optic,Yes,No,Electronic check,0,No,No,No,Yes
67,66.8,4134.86,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,No,No
0,84.49,0.0,One year,No,Yes,Yes,Electronic check,0,Yes,Yes,No,No
62,41.42,2502.41,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,No
23,89.49,1961.24,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,Yes,No,No
12,64.62,732.18,Month-to-month,DSL,Yes,Yes,Mailed check,1,No,No,No,No
10,22.64,206.69,Month-to-month,Fiber optic,Yes,Yes,Credit card,0,No,No,No,No
50,57.84,2722.72,One year,Fiber optic,Yes,Yes,Bank transfer,0,No,No,No,No
16,120.0,1885.09,One year,DSL,No,Yes,Bank transfer,0,Yes,No,No,No
23,90.77,2000.33,Month-to-month,DSL,No,No,Bank transfer,1,No,Yes,Yes,No
18,53.63,877.59,Month-to-month,Fiber optic,No,No,Bank transfer,1,Yes,Yes,No,Yes
36,18.0,604.73,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,No,No
7,40.03,279.64,Two year,DSL,No,No,Mailed check,0,Yes,No,Yes,No
27,22.81,587.82,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,No,No,No
4,18.0,66.86,Month-to-month,Fiber optic,Yes,No,Mailed check,0,No,Yes,Yes,Yes
16,88.57,1404.85,Month-to-month,Fiber optic,No,No,Credit card,0,Yes,No,No,Yes
35,66.87,2185.04,Month-to-month,DSL,Yes,Yes,Electronic check,0,Yes,No,No,No
18,118.85,2081.52,Month-to-month,No,No,Yes,Mailed check,0,Yes,Yes,Yes,Yes
63,35.07,2021.0,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,Yes,No,No
10,64.93,594.53,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,No,No
53,23.17,1174.14,One year,DSL,No,No,Credit card,0,Yes,No,No,No
44,47.15,1916.89,Month-to-month,DSL,No,Yes,Credit card,0,No,No,Yes,No
46,58.34,2428.51,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,Yes,Yes
11,53.76,587.01,One year,DSL,No,Yes,Electronic check,0,Yes,Yes,Yes,No
20,66.61,1206.44,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,Yes,No
10,94.15,914.9,One year,Fiber optic,No,Yes,Credit card,0,Yes,Yes,Yes,No
4,90.99,339.68,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,No,No
55,41.92,2290.27,Month-to-month,Fiber optic,No,No,Credit card,0,No,No,No,Yes
19,64.09,1216.01,Month-to-month,DSL,No,No,Mailed check,1,No,No,Yes,Yes
40,88.82,3316.69,Month-to-month,No,No,No,Bank transfer,1,No,No,Yes,No
45,96.07,4146.38,Two year,DSL,No,Yes,Mailed check,0,Yes,Yes,No,No
11,45.17,485.59,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,Yes
69,86.24,5428.94,Month-to-month,DSL,No,No,Mailed check,0,No,No,No,No
16,74.93,1164.05,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,Yes
18,33.02,588.78,Month-to-month,Fiber optic,Yes,No,Credit card,0,Yes,No,No,Yes
25,89.0,2042.22,Month-to-month,DSL,No,Yes,Electronic check,0,No,No,Yes,Yes
47,69.55,3216.13,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
51,18.0,836.81,Month-to-month,DSL,No,Yes,Mailed check,1,Yes,No,Yes,No
69,56.18,3709.08,Two year,Fiber optic,Yes,No,Bank transfer,1,Yes,No,Yes,Yes
54,66.2,3338.64,Month-to-month,Fiber optic,Yes,No,Electronic check,1,Yes,No,No,Yes
32,46.83,1419.39,One year,DSL,No,No,Mailed check,0,Yes,No,Yes,No
61,101.85,5778.34,Two year,Fiber optic,Yes,No,Credit card,1,Yes,No,Yes,No
22,102.93,2097.01,Month-to-month,DSL,No,Yes,Bank transfer,0,Yes,No,No,No
14,53.53,730.17,Two year,Fiber optic,No,No,Credit card,0,No,No,Yes,No
26,50.23,1204.52,One year,DSL,No,No,Bank transfer,0,Yes,Yes,Yes,No
63,61.06,3619.21,Month-to-month,Fiber optic,No,No,Electronic check,0,Yes,No,No,Yes
50,59.0,2735.99,Two year,No,No,No,Mailed check,1,No,Yes,Yes,No
52,47.22,2268.49,Month-to-month,DSL,No,No,Bank transfer,0,No,No,Yes,Yes
50,18.0,866.44,Month-to-month,No,Yes,No,Credit card,0,Yes,No,Yes,No
46,117.64,4894.88,One year,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,No
3,65.01,190.91,Month-to-month,DSL,No,No,Bank transfer,1,No,No,Yes,Yes
6,59.65,341.66,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
34,74.76,2498.23,Month-to-month,Fiber optic,No,No,Bank transfer,0,Yes,No,Yes,Yes
47,62.6,2710.65,One year,Fiber optic,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
71,52.09,3590.92,One year,DSL,Yes,No,Bank transfer,0,No,Yes,Yes,No
44,34.83,1443.72,One year,DSL,Yes,Yes,Credit card,0,Yes,No,No,No
71,18.0,1160.02,Two year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
18,24.37,427.8,Month-to-month,Fiber optic,No,No,Bank transfer,0,No,No,No,Yes
62,31.5,1906.56,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,Yes,Yes,No
37,84.53,2899.58,One year,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
66,86.74,5676.78,One year,No,No,No,Electronic check,0,No,Yes,No,No
58,38.55,2183.13,Month-to-month,No,No,No,Electronic check,0,No,No,No,No
68,18.0,1139.15,Month-to-month,DSL,Yes,Yes,Electronic check,0,No,No,No,No
12,65.27,723.64,Two year,DSL,No,Yes,Credit card,0,No,No,Yes,No
46,52.35,2273.27,Two year,No,No,No,Credit card,0,Yes,No,Yes,No
60,51.61,2877.61,One year,No,Yes,No,Credit card,0,No,No,No,No
30,93.68,2590.35,Month-to-month,Fiber optic,No,Yes,Bank transfer,1,Yes,No,No,No
21,69.16,1365.09,Two year,No,Yes,No,Electronic check,0,No,Yes,No,No
42,35.71,1353.69,Two year,Fiber optic,Yes,No,Bank transfer,0,Yes,No,No,No
66,28.81,1787.64,Month-to-month,DSL,No,Yes,Mailed check,1,No,No,No,No
53,57.12,2791.73,Two year,Fiber optic,No,No,Electronic check,0,No,No,No,No
9,37.81,315.26,Two year,Fiber optic,No,Yes,Mailed check,0,No,No,Yes,No
41,62.83,2339.69,Two year,No,No,Yes,Mailed check,0,No,Yes,No,No
63,95.78,5786.1,Two year,DSL,Yes,Yes,Bank transfer,0,Yes,No,Yes,No
20,23.61,447.27,One year,Fiber optic,No,No,Electronic check,0,Yes,No,Yes,No
65,67.63,4286.33,One year,Fiber optic,No,No,Mailed check,0,Yes,Yes,No,No
40,92.45,3693.23,Month-to-month,DSL,No,No,Electronic check,0,No,No,No,Yes
23,62.41,1309.05,One year,Fiber optic,No,Yes,Mailed check,0,Yes,Yes,No,No
34,86.65,2731.75,One year,No,Yes,Yes,Mailed check,0,Yes,No,Yes,No
55,56.38,3002.43,Two year,Fiber optic,No,No,Bank transfer,0,No,No,Yes,No
29,70.12,1878.39,Month-to-month,Fiber optic,No,Yes,Electronic check,0,No,No,No,Yes
56,78.22,3955.49,One year,No,No,Yes,Bank transfer,1,No,No,No,No
46,47.84,2004.74,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,Yes,Yes
34,120.0,3848.92,One year,No,Yes,No,Bank transfer,0,No,No,Yes,No
18,82.33,1397.59,One year,Fiber optic,No,Yes,Bank transfer,0,No,No,No,No
7,104.09,726.61,Month-to-month,Fiber optic,Yes,No,Bank transfer,0,No,Yes,Yes,Yes
25,97.13,2298.57,Month-to-month,Fiber optic,No,Yes,Mailed check,0,Yes,Yes,Yes,Yes
70,74.82,5068.79,Month-to-month,No,Yes,No,Electronic check,0,No,Yes,Yes,No
29,106.57,2933.59,Month-to-month,DSL,No,No,Electronic check,0,Yes,No,Yes,No
6,70.64,392.9,One year,DSL,Yes,No,Bank transfer,0,Yes,No,Yes,Yes
66,43.11,2590.74,Month-to-month,DSL,No,No,Electronic check,0,No,No,Yes,No
64,65.44,4129.14,Month-to-month,DSL,No,No,Mailed check,1,Yes,Yes,Yes,No
35,34.81,1115.11,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
24,18.0,392.99,Month-to-month,No,Yes,Yes,Credit card,0,Yes,No,Yes,No
36,39.42,1307.55,One year,No,No,No,Credit card,1,No,Yes,No,Yes
0,67.19,0.0,Month-to-month,DSL,Yes,No,Mailed check,0,Yes,No,No,No
14,96.86,1230.19,Two year,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
36,39.33,1364.23,Month-to-month,Fiber optic,Yes,No,Credit card,0,No,No,Yes,No
12,95.3,1057.09,Month-to-month,DSL,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
7,28.68,187.48,Month-to-month,No,No,No,Mailed check,0,Yes,No,No,Yes
4,37.41,147.18,One year,No,Yes,Yes,Credit card,0,No,No,Yes,No
59,108.47,6254.39,One year,No,No,Yes,Bank transfer,1,Yes,No,No,No
0,66.43,0.0,Two year,Fiber optic,Yes,No,Mailed check,0,Yes,No,No,Yes
35,59.79,2011.66,One year,Fiber optic,Yes,No,Electronic check,1,No,No,No,No
34,72.06,2226.06,Month-to-month,DSL,No,No,Electronic check,0,No,No,Yes,Yes
65,28.81,1828.01,One year,Fiber optic,Yes,No,Electronic check,0,Yes,No,No,No
62,55.07,3249.15,Two year,Fiber optic,No,No,Bank transfer,0,No,No,No,No
22,65.08,1370.33,Month-to-month,No,No,Yes,Mailed check,0,No,No,Yes,No
8,101.94,788.24,Month-to-month,No,No,No,Credit card,0,No,No,Yes,Yes
33,18.0,564.31,One year,No,No,Yes,Mailed check,0,Yes,Yes,Yes,No
45,117.89,5051.31,Month-to-month,No,No,Yes,Electronic check,0,No,No,Yes,No
3,61.26,174.58,Two year,DSL,Yes,Yes,Electronic check,0,Yes,No,No,No
29,31.68,872.49,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,Yes,No,Yes
71,26.25,1817.19,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,No
2,73.19,138.0,Two year,DSL,Yes,No,Bank transfer,1,No,Yes,Yes,No
13,24.58,287.68,Two year,Fiber optic,No,Yes,Credit card,0,No,Yes,No,No
59,48.2,2733.48,Month-to-month,Fiber optic,Yes,Yes,Mailed check,0,No,Yes,Yes,No
44,57.5,2518.02,Two year,Fiber optic,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
33,99.31,3033.72,Month-to-month,DSL,Yes,No,Bank transfer,0,Yes,Yes,Yes,No
44,95.55,4126.92,Month-to-month,DSL,No,No,Bank transfer,0,Yes,No,No,No
60,45.71,2593.26,Two year,DSL,Yes,No,Electronic check,0,No,No,No,No
15,58.62,847.91,Month-to-month,DSL,No,No,Electronic check,0,No,Yes,Yes,No
65,18.0,1157.23,Month-to-month,DSL,No,No,Credit card,0,Yes,No,Yes,No
39,18.0,685.93,Month-to-month,Fiber optic,Yes,No,Mailed check,0,Yes,No,Yes,No
16,28.13,444.88,One year,No,No,Yes,Bank transfer,0,No,No,Yes,No
33,98.69,2934.19,Month-to-month,Fiber optic,Yes,No,Electronic check,0,No,No,No,No
15,88.4,1218.24,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,No
59,76.5,4253.29,One year,DSL,No,Yes,Credit card,0,Yes,No,Yes,No
65,21.27,1361.51,Month-to-month,No,Yes,No,Credit card,0,No,No,Yes,No
65,43.65,2791.4,One year,DSL,Yes,No,Mailed check,0,No,No,Yes,No
12,39.27,432.84,Two year,No,Yes,No,Credit card,0,No,No,No,No
55,60.02,3017.95,Month-to-month,No,Yes,Yes,Bank transfer,0,No,Yes,Yes,No
30,58.13,1715.07,Month-to-month,No,Yes,No,Mailed check,0,No,No,Yes,No
33,34.94,1100.15,Month-to-month,DSL,No,Yes,Mailed check,0,No,Yes,No,Yes
38,75.48,2761.19,One year,Fiber optic,Yes,Yes,Electronic check,0,No,No,Yes,Yes
66,71.87,4652.92,Two year,DSL,Yes,Yes,Bank transfer,0,No,No,Yes,No
7,43.14,278.18,Month-to-month,DSL,No,No,Credit card,0,No,No,Yes,Yes
54,74.13,3657.35,Month-to-month,DSL,No,No,Electronic check,0,Yes,Yes,Yes,No
26,98.73,2530.8,Month-to-month,No,No,No,Bank transfer,0,Yes,No,No,Yes
52,107.84,5109.59,One year,No,Yes,Yes,Bank transfer,0,No,No,Yes,No
38,79.72,2753.14,Month-to-month,DSL,No,Yes,Mailed check,0,Yes,No,Yes,No
64,78.84,4680.99,Two year,Fiber optic,Yes,Yes,Mailed check,0,Yes,No,No,No
16,57.8,861.62,Month-to-month,No,No,No,Bank transfer,0,No,No,Yes,No
29,95.89,2569.78,One year,Fiber optic,No,No,Electronic check,0,No,Yes,No,Yes
52,32.89,1666.09,Month-to-month,Fiber optic,No,No,Mailed check,0,Yes,No,Yes,Yes
12,92.42,1106.08,One year,Fiber optic,Yes,No,Mailed check,0,Yes,Yes,Yes,Yes
20,56.37,1037.16,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,Yes,Yes,Yes,Yes
18,109.73,1932.05,One year,Fiber optic,No,Yes,Bank transfer,0,Yes,No,Yes,No
52,82.65,3887.03,Month-to-month,Fiber optic,No,No,Mailed check,0,No,No,Yes,Yes
18,62.96,1033.43,Month-to-month,Fiber optic,No,No,Electronic check,0,No,Yes,Yes,Yes
56,57.91,3085.71,Month-to-month,DSL,No,No,Mailed check,0,No,No,Yes,No
24,80.77,1938.4,One year,DSL,No,No,Bank transfer,0,Yes,No,Yes,No
30,79.31,2367.25,Month-to-month,DSL,No,No,Mailed check,0,Yes,Yes,Yes,Yes
54,53.05,2610.3,Month-to-month,Fiber optic,No,Yes,Bank transfer,0,No,No,Yes,No
22,67.76,1377.38,Two year,DSL,Yes,Yes,Mailed check,1,Yes,No,Yes,No
